name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
红莲北里,1室1厅,270,41平米,低楼层(共6层),1980年建板楼
德胜置业,3室1厅,960,170平米,低楼层(共20层),2005年建塔楼
教场口9号院,3室1厅,783,87.2平米,中楼层(共21层),1992年建塔楼
文兴东街3号院,2室1厅,360,65.5平米,高楼层(共6层),1982年建板楼
黄寺大街24号院,3室1厅,680,78.6平米,高楼层(共6层),1984年建板楼
信德园,3室2厅,720,146.54平米,中楼层(共21层),2002年建塔楼
荣丰2008,1室1厅,360,47.55平米,中楼层(共16层),2002年建板塔结合
西便门西里,2室1厅,360,55平米,高楼层(共6层),1984年建板楼
西环景苑,3室2厅,525,107.16平米,中楼层(共19层),2001年建塔楼
耕天下,4室3厅,3500,393.4平米,高楼层(共6层),2003年建板楼
西豪逸景,1室1厅,330,60.94平米,低楼层(共28层),2006年建塔楼
裕中东里,2室1厅,485,56.87平米,高楼层(共6层),1986年建板楼
时代之光名苑,3室2厅,830,177.36平米,中楼层(共16层),2001年建塔楼
樱桃二条8号院,3室1厅,600,96平米,中楼层(共14层),2004年建板塔结合
恒昌花园,3室2厅,732,159.23平米,低楼层(共28层),1990年建塔楼
槐柏树后街,2室1厅,460,66.24平米,高楼层(共6层),1999年建板楼
粉子胡同30号院,3室1厅,1000,78.9平米,低楼层(共6层),1981年建板楼
新街口东街,3室1厅,500,71平米,高楼层(共6层),1988年建板楼
虎坊路小区,2室1厅,400,41.25平米,低楼层(共4层),1955年建板楼
温馨家园,2室1厅,666,66.6平米,低楼层(共18层),1999年建塔楼
车站西街13号院,1室1厅,280,47.62平米,低楼层(共6层),1990年建板楼
双槐里,2室1厅,195,53平米,地下室(共7层),1990年建板楼
长椿街西里,3室1厅,480,84.25平米,低楼层(共6层),1982年建板楼
恒昌花园,3室2厅,600,127.25平米,低楼层(共28层),1990年建塔楼
考拉社区,1室0厅,300,60.83平米,中楼层(共21层),2002年建塔楼
清芷园,3室2厅,1029,147.49平米,高楼层(共16层),2003年建板塔结合
西豪逸景,2室2厅,630,104.61平米,低楼层(共28层),2000年建塔楼
广信嘉园,2室1厅,610,128平米,高楼层(共25层),2002年建塔楼
第三区,1室1厅,210,67.2平米,高楼层(共18层),2009年建塔楼
大耳胡同,0室1厅,150,11平米,低楼层(共1层),2015年建
玉桃园二区,2室2厅,750,97平米,中楼层(共6层),1997年建板楼
北京尊府,1室1厅,780,65平米,高楼层(共17层),1988年建塔楼
国英园,2室1厅,435,60.3平米,高楼层(共6层),1992年建板楼
枫桦豪景二期,1室1厅,500,65平米,高楼层(共12层),2003年建板塔结合
建功北里,2室1厅,220,58.99平米,地下室(共6层),板楼
丰汇园小区,4室2厅,2080,160平米,高楼层(共6层),1999年建板楼
黑窑厂西里,3室1厅,500,80平米,高楼层(共6层),1980年建板楼
丽水莲花,2室2厅,520,103.18平米,低楼层(共28层),2005年建塔楼
荣丰2008,3室2厅,1000,169.36平米,中楼层(共14层),2003年建板塔结合
鸭子桥北里,1室1厅,260,50平米,低楼层(共6层),1998年建板楼
红居南街,2室1厅,365,58平米,高楼层(共6层),2010年建板楼
恒昌花园,3室2厅,650,127.25平米,高楼层(共28层),1990年建塔楼
凯迪尚府,1室1厅,450,50平米,中楼层(共14层),2010年建板塔结合
汽南小区,3室1厅,525,75.9平米,高楼层(共6层),1985年建板楼
马连道西里,2室1厅,285,61.79平米,低楼层(共6层),1996年建板楼
建功北里,1室1厅,300,48.67平米,高楼层(共6层),板楼
华尊大厦,3室1厅,670,226.08平米,低楼层(共18层),2001年建板塔结合
建功北里,3室2厅,900,174.18平米,中楼层(共16层),1997年建板楼
德胜置业,1室1厅,380,94.65平米,低楼层(共20层),2003年建塔楼
尚座大厦,3室1厅,1000,174平米,高楼层(共18层),2000年建板塔结合
清芷园,4室2厅,1629,278平米,高楼层(共13层),2000年建板塔结合
新康街甲一号,1室1厅,480,51.87平米,低楼层(共13层),1998年建板塔结合
西绒线,3室1厅,950,136平米,高楼层(共6层),1998年建板楼
裕中东里,2室1厅,510,56平米,中楼层(共6层),1984年建板楼
百万庄辰区,2室0厅,470,60.7平米,低楼层(共3层),1954年建板楼
前门西大街,2室0厅,450,54.59平米,中楼层(共11层),1970年建板塔结合
车站东街15号院,1室1厅,299,41平米,中楼层(共6层),1987年建板楼
教场口9号院,2室1厅,485,75.58平米,高楼层(共21层),1992年建塔楼
西城晶华,4室2厅,2600,198.54平米,中楼层(共8层),2005年建板塔结合
枫桦豪景一期,3室2厅,1100,186.39平米,高楼层(共14层),2002年建板塔结合
温馨家园,3室1厅,760,96.4平米,低楼层(共7层),1999年建板楼
复兴门外大街,2室1厅,518,69.9平米,低楼层(共16层),1983年建塔楼
金龙公寓,2室2厅,1500,114平米,中楼层(共14层),2002年建板塔结合
枫桦豪景一期,3室2厅,1100,186.39平米,中楼层(共14层),2002年建板塔结合
蝶翠华庭,2室1厅,590,103平米,低楼层(共29层),2003年建塔楼
铁二区,2室1厅,460,58.4平米,低楼层(共18层),1987年建塔楼
白广路东里1号院,2室1厅,500,66.7平米,高楼层(共7层),1990年建板楼
南礼士路甲1号,2室1厅,415,59.9平米,高楼层(共5层),1974年建板楼
丽水莲花,1室1厅,400,63.9平米,低楼层(共26层),2004年建板塔结合
国英园,1室1厅,355,49.6平米,低楼层(共6层),1992年建板楼
广安门外大街,2室1厅,485,75.97平米,低楼层(共18层),1994年建塔楼
清芷园,2室1厅,627,86.76平米,低楼层(共18层),2000年建板塔结合
黄寺大街24号院,2室1厅,510,61.9平米,中楼层(共6层),1991年建板楼
地藏庵,2室1厅,430,61.5平米,低楼层(共6层),板楼
德胜置业,2室1厅,538,100.5平米,高楼层(共20层),2005年建塔楼
月坛北街25号院,2室0厅,600,68平米,中楼层(共4层),1964年建板楼
新风街1号院,2室1厅,700,75.94平米,高楼层(共20层),2000年建塔楼
北礼士路,2室1厅,400,48平米,中楼层(共7层),1989年建板楼
北广家园,2室1厅,730,77.09平米,低楼层(共17层),2004年建板塔结合
依莲轩,1室1厅,380,69平米,中楼层(共26层),2000年建塔楼
西派国际公寓,4室2厅,2000,276平米,中楼层(共17层),2007年建板塔结合
德胜里一区,1室1厅,480,48.3平米,低楼层(共19层),1987年建塔楼
朗琴园,1室1厅,250,36.38平米,低楼层(共16层),2002年建板塔结合
荣丰2008,1室1厅,350,39.9平米,中楼层(共12层),2003年建板塔结合
耕天下,2室2厅,4300,350平米,中楼层(共7层),2003年建板楼
西直门北大街43号院,2室1厅,360,59.6平米,高楼层(共6层),1988年建板楼
平渊北里,2室1厅,420,71.05平米,低楼层(共5层),1974年建板楼
姚家井二巷,3室1厅,280,57.24平米,地下室(共6层),1991年建板楼
京畿道,2室1厅,800,57.9平米,低楼层(共6层),1990年建板楼
京畿道,2室1厅,800,60平米,低楼层(共6层),1990年建板楼
远见名苑,1室1厅,295,43.14平米,高楼层(共26层),1998年建塔楼
京畿道,1室1厅,600,41.7平米,高楼层(共6层),1993年建板楼
黄寺大街24号院,2室1厅,530,63.6平米,低楼层(共6层),1984年建板楼
南礼士路甲62号院,2室1厅,550,61.5平米,高楼层(共6层),1980年建板楼
北欧印象,3室2厅,730,140.2平米,中楼层(共28层),2003年建塔楼
裕中西里,3室1厅,560,74平米,高楼层(共6层),1983年建板楼
红莲北里,2室1厅,330,54.86平米,高楼层(共6层),1986年建板楼
二七剧场路,1室1厅,330,43平米,低楼层(共23层),1987年建塔楼
宏汇园小区,2室1厅,980,65.6平米,低楼层(共7层),1993年建板楼
羊肉胡同120号院,3室1厅,705,76.4平米,中楼层(共6层),1990年建板楼
椿树园,3室2厅,1000,127.29平米,低楼层(共13层),1999年建板塔结合
小红庙南里,2室1厅,345,65.14平米,高楼层(共18层),1989年建塔楼
中信禧园,3室1厅,1400,124.77平米,中楼层(共22层),2012年建塔楼
牛街东里,2室1厅,455,73.11平米,中楼层(共19层),1999年建塔楼
木樨地,1室1厅,345,44.7平米,高楼层(共18层),1986年建塔楼
真武庙二里,1室1厅,370,49平米,低楼层(共18层),1990年建塔楼
三庙街,1室1厅,285,46.52平米,高楼层(共6层),1992年建板楼
新风北里,3室1厅,565,68平米,低楼层(共6层),1996年建板楼
万明园,1室1厅,300,42.3平米,高楼层(共6层),1992年建板楼
第三区,2室1厅,265,70平米,低楼层(共18层),2009年建塔楼
尚座大厦,3室2厅,900,171平米,高楼层(共18层),2000年建板塔结合
砖塔胡同78号院,2室1厅,615,84.7平米,高楼层(共4层),1958年建板楼
万博苑,3室2厅,680,152.4平米,中楼层(共23层),1998年建塔楼
广安门小区,3室2厅,620,130.9平米,高楼层(共6层),1990年建板楼
中海凯旋,5室2厅,4500,275平米,高楼层(共8层),2004年建板塔结合
长安兴融中心,2室2厅,1027,137.13平米,中楼层(共14层),2002年建板塔结合
德胜置业,2室1厅,612,116平米,高楼层(共20层),2005年建塔楼
复地西绒线26号,4室1厅,4500,408平米,低楼层(共16层),2009年建塔楼
白纸坊西街,2室1厅,550,103平米,高楼层(共16层),1998年建板塔结合
锦上国际公寓,1室1厅,300,69.97平米,中楼层(共18层),2007年建塔楼
国电中兴家园,2室1厅,540,69.7平米,低楼层(共18层),2000年建塔楼
立恒名苑,4室2厅,760,250.82平米,低楼层(共24层),2002年建塔楼
西豪逸景,2室1厅,310,69.16平米,高楼层(共28层),2002年建塔楼
建功北里,4室2厅,870,174平米,低楼层(共16层),1998年建板楼
物华大厦,3室1厅,650,226平米,中楼层(共24层),1999年建塔楼
车站西街13号院,2室1厅,300,55.93平米,低楼层(共6层),1990年建板楼
月坛西街西里,1室1厅,390,51.6平米,中楼层(共9层),1994年建板塔结合
新文化街,2室1厅,740,73.9平米,高楼层(共16层),1990年建塔楼
门楼巷,3室1厅,390,71平米,高楼层(共6层),1989年建板楼
益民巷,2室1厅,410,84平米,低楼层(共6层),1960年建板楼
六铺炕一区,2室1厅,460,47.3平米,中楼层(共5层),1976年建板楼
丽水莲花,3室2厅,920,152平米,高楼层(共24层),2007年建板塔结合
西绒线,3室1厅,1119,139.94平米,高楼层(共6层),2004年建板楼
宣武门西大街,3室1厅,805,70平米,中楼层(共16层),
迈豪时代,1室1厅,400,74平米,高楼层(共7层),2000年建板楼
新街口西里三区,3室1厅,600,82.1平米,中楼层(共6层),2003年建板楼
太平街20号旁门,1室1厅,291,43.95平米,低楼层(共6层),1989年建板楼
德胜置业,1室1厅,830,184平米,低楼层(共20层),2003年建塔楼
复地西绒线26号,4室2厅,3800,407.37平米,中楼层(共16层),2009年建塔楼
前毛家湾3号,1室1厅,465,38.6平米,地下室(共6层),1992年建板楼
什坊街,2室1厅,530,66.1平米,高楼层(共5层),1997年建板楼
北三环中路12号院,1室1厅,380,46.2平米,低楼层(共12层),1984年建板塔结合
太平桥东里,1室1厅,200,48.9平米,高楼层(共24层),1980年建塔楼
远见国际公寓,1室0厅,230,44.76平米,高楼层(共26层),2004年建塔楼
丰侨公寓,1室0厅,840,64.78平米,低楼层(共22层),2000年建板塔结合
南玉带胡同,1室0厅,412,15.1平米,低楼层(共1层),2013年建
白广路东里,3室1厅,500,100.13平米,高楼层(共4层),1950年建板楼
西便门东里,3室1厅,480,82.24平米,中楼层(共16层),1983年建塔楼
半步桥13号院,3室0厅,456,76平米,高楼层(共6层),1987年建板楼
新壁街,3室1厅,900,116.23平米,高楼层(共6层),2004年建
相来家园,3室1厅,970,141.6平米,低楼层(共15层),2003年建板塔结合
新风街甲1号,2室1厅,835,97平米,中楼层(共14层),1998年建板塔结合
车站西街9号院,2室1厅,580,91平米,低楼层(共6层),1998年建板楼
蝶翠华庭,2室1厅,535,94.41平米,低楼层(共29层),2001年建塔楼
六铺炕一区,1室1厅,470,44.7平米,中楼层(共6层),1989年建板楼
乐城,3室2厅,500,105.81平米,高楼层(共24层),2004年建板塔结合
南纬路37号院,2室1厅,500,70.1平米,低楼层(共6层),2000年建板楼
清芷园,5室2厅,1700,300.4平米,低楼层(共16层),2003年建板塔结合
圣都大厦,3室1厅,720,180.11平米,低楼层(共20层),2001年建塔楼
红山世家,2室1厅,695,94平米,中楼层(共28层),2009年建塔楼
莲花池东路,2室1厅,485,61.3平米,高楼层(共16层),1987年建塔楼
三义西里,2室1厅,528,97平米,高楼层(共6层),2003年建板楼
广安小区,3室2厅,650,142.5平米,低楼层(共7层),1996年建板楼
小八道湾,4室2厅,24900,830平米,低楼层(共2层),板楼
瑞莲家园,1室0厅,480,115.71平米,低楼层(共24层),2001年建塔楼
荣丰2008,1室1厅,225,31.99平米,低楼层(共10层),2002年建板塔结合
荣丰2008,1室1厅,210,28平米,高楼层(共20层),2002年建塔楼
万博苑,2室1厅,550,97.04平米,高楼层(共23层),1999年建塔楼
德胜置业,3室1厅,850,169.14平米,高楼层(共20层),2005年建塔楼
黄寺大街24号院,2室1厅,700,88.7平米,低楼层(共18层),1998年建塔楼
长安兴融中心,1室1厅,600,54.47平米,中楼层(共14层),2002年建板塔结合
白云路七号院,2室1厅,415,57.8平米,中楼层(共6层),1983年建板楼
六铺炕二区,1室1厅,425,44.1平米,高楼层(共17层),1987年建塔楼
宣武门西大街,1室1厅,265,39.55平米,高楼层(共14层),1982年建板塔结合
小红庙,2室1厅,325,54.71平米,高楼层(共6层),1983年建板楼
清芷园,3室1厅,960,134.92平米,中楼层(共16层),2000年建板塔结合
恬心家园,1室1厅,390,63.99平米,中楼层(共18层),2000年建板塔结合
红莲中里,2室1厅,350,60平米,低楼层(共18层),1980年建塔楼
天宁寺东里,1室1厅,245,42平米,中楼层(共5层),1974年建板楼
广安门外南街,3室1厅,440,70平米,低楼层(共6层),1980年建板楼
槐柏树街南里,1室1厅,190,40.9平米,地下室(共6层),1990年建板楼
荣丰2008,1室0厅,225,38.38平米,高楼层(共26层),2000年建塔楼
立恒名苑,2室2厅,670,144平米,中楼层(共23层),2002年建塔楼
盛景嘉园,2室2厅,1200,103平米,高楼层(共7层),2004年建板楼
月坛西街乙2号院,2室1厅,440,64.5平米,低楼层(共18层),1990年建塔楼
朗琴园,3室2厅,1000,173平米,低楼层(共16层),2002年建板塔结合
远见名苑,1室1厅,290,52.88平米,中楼层(共24层),2002年建板塔结合
丰汇园小区,1室1厅,720,48.2平米,中楼层(共13层),1999年建板塔结合
爱民里小区,3室1厅,870,96.8平米,高楼层(共6层),1990年建板楼
蝶翠华庭,2室1厅,600,95.75平米,高楼层(共21层),2003年建塔楼
展览路24号院,1室1厅,300,43平米,高楼层(共18层),1985年建塔楼
文联宿舍,3室1厅,850,97平米,高楼层(共20层),1992年建塔楼
塔院胡同12号院,2室1厅,450,62平米,高楼层(共6层),1988年建板楼
朗琴园,1室0厅,320,47.47平米,低楼层(共29层),2002年建塔楼
红居南街1号院,2室1厅,330,62平米,高楼层(共6层),1989年建板楼
物华大厦,2室1厅,500,110平米,中楼层(共24层),1999年建塔楼
后半壁街8号,2室1厅,400,60平米,高楼层(共6层),1985年建板楼
新壁街,2室2厅,876,109.61平米,高楼层(共6层),2004年建
马连道中里,1室1厅,265,48.06平米,高楼层(共6层),1996年建
手帕口北街,2室1厅,330,57.53平米,中楼层(共6层),1980年建板楼
新外大街乙8号院,1室1厅,507,61平米,高楼层(共7层),1994年建板楼
天桥北里,2室1厅,365,65.07平米,低楼层(共7层),2002年建板楼
枫桦豪景一期,2室1厅,850,128平米,中楼层(共14层),2002年建板塔结合
北露园,1室1厅,200,35.5平米,地下室(共6层),1993年建板楼
宏英园小区,4室2厅,1860,155平米,高楼层(共9层),2002年建板塔结合
兵马司胡同,9室4厅,6000,425.6平米,低楼层(共1层),1990年建
新安南里,2室1厅,320,50.25平米,高楼层(共6层),1980年建板楼
手帕口北街,2室1厅,320,59平米,中楼层(共6层),1980年建板楼
月坛北街25号院,4室1厅,880,101.64平米,低楼层(共3层),1997年建板楼
三里河三区,1室1厅,320,41.25平米,中楼层(共6层),1991年建板楼
塔院胡同12号院,3室1厅,630,78.5平米,高楼层(共6层),1985年建板楼
小红庙,2室1厅,350,61.18平米,高楼层(共6层),1982年建板楼
东经路6号院,3室1厅,550,141平米,高楼层(共6层),
东经路6号院,3室1厅,636,163平米,高楼层(共6层),
南横西街,2室1厅,430,67平米,低楼层(共6层),1985年建板楼
信恒大厦,3室1厅,876,146平米,中楼层(共25层),2002年建板塔结合
陶然湖景,1室0厅,45,12平米,地下室(共8层),2002年建板塔结合
清芷园,3室2厅,1050,165.78平米,中楼层(共17层),2000年建板塔结合
椿树园,2室1厅,510,67.54平米,中楼层(共13层),1998年建板塔结合
建功北里,1室1厅,275,48.67平米,中楼层(共6层),1998年建板楼
宏汇园小区,1室1厅,756,58.8平米,高楼层(共7层),2000年建板楼
长椿街12号院,2室1厅,605,85.16平米,低楼层(共12层),2000年建板塔结合
西豪逸景,1室1厅,350,64.36平米,高楼层(共28层),
展览路,2室1厅,396,50.25平米,中楼层(共5层),1974年建板楼
荣丰2008,1室1厅,265,36.3平米,中楼层(共12层),2003年建板塔结合
丽阳四季,2室1厅,530,96平米,低楼层(共23层),2003年建塔楼
荣丰2008,1室1厅,252,33.09平米,低楼层(共10层),2002年建板塔结合
南纬路南巷9号院,2室1厅,400,54.95平米,高楼层(共6层),1983年建板楼
爱民里小区,2室1厅,700,74平米,高楼层(共6层),1990年建板楼
护国寺西巷,3室0厅,560,82.4平米,中楼层(共5层),1982年建板楼
北广家园,2室1厅,600,83.01平米,低楼层(共16层),2003年建板塔结合
红莲北里,2室1厅,360,58.74平米,低楼层(共6层),1986年建板楼
新康街3号院,2室1厅,430,61.9平米,中楼层(共6层),1960年建板楼
西直门北大街43号院,2室1厅,315,57.7平米,中楼层(共6层),1992年建板楼
北安里9号院,2室1厅,400,49平米,高楼层(共6层),1983年建板楼
德胜里一区,1室1厅,425,38.4平米,中楼层(共5层),1982年建板楼
天缘公寓,2室1厅,560,139平米,中楼层(共20层),1999年建塔楼
天缘公寓,3室1厅,690,187平米,中楼层(共20层),1999年建塔楼
物华大厦,1室1厅,400,110.2平米,中楼层(共24层),1999年建塔楼
一瓶,2室2厅,980,153.08平米,中楼层(共13层),2003年建板塔结合
马甸南村,2室1厅,580,62.9平米,低楼层(共6层),1987年建板楼
牛街东里,2室1厅,430,73平米,低楼层(共19层),1999年建塔楼
鸭子桥北里,2室1厅,330,70平米,中楼层(共6层),1980年建板楼
南华东街,2室1厅,400,56.38平米,中楼层(共5层),1964年建板楼
半步桥13号院,1室1厅,350,40.2平米,高楼层(共6层),1989年建板楼
德外大街乙12号院,2室1厅,500,60平米,高楼层(共6层),1980年建板楼
依莲轩,2室2厅,580,138.32平米,低楼层(共24层),2001年建塔楼
德宝新园,2室1厅,270,53平米,地下室(共6层),1992年建板楼
裕中西里,2室1厅,520,52.6平米,低楼层(共6层),1982年建板楼
太平桥大街,1室1厅,400,44.5平米,低楼层(共16层),1988年建板塔结合
椿树园,2室1厅,860,119.89平米,中楼层(共18层),1998年建塔楼
榆树馆西里,3室1厅,730,93平米,低楼层(共18层),1987年建塔楼
西便门东里,2室1厅,450,73.5平米,中楼层(共16层),1980年建塔楼
阳光丽景,3室2厅,1460,132.86平米,中楼层(共18层),2002年建板塔结合
六铺炕二区,4室0厅,700,117.8平米,中楼层(共4层),1956年建板楼
六铺炕二区,2室1厅,509,54平米,低楼层(共6层),1981年建板楼
华龙美钰,2室2厅,600,88.53平米,中楼层(共11层),2013年建板塔结合
新风南里,1室1厅,400,51.5平米,高楼层(共7层),1990年建板楼
长安兴融中心,4室2厅,2920,291.96平米,中楼层(共14层),2002年建板塔结合
清芷园,4室2厅,1500,258.86平米,高楼层(共16层),2003年建板塔结合
一瓶,4室2厅,3450,303平米,中楼层(共12层),2006年建板塔结合
时代之光名苑,1室1厅,306,57.1平米,低楼层(共16层),2000年建塔楼
红山世家,4室2厅,1420,162.35平米,低楼层(共26层),2010年建
万和世家,4室2厅,1550,256.84平米,低楼层(共8层),2003年建板塔结合
裕中西里,3室1厅,720,89.3平米,低楼层(共20层),1981年建板塔结合
广益大厦,2室1厅,1000,144平米,中楼层(共16层),1998年建板塔结合
四合上院,5室2厅,2300,225平米,高楼层(共15层),2011年建板塔结合
展览路,2室1厅,450,64.2平米,中楼层(共18层),1989年建塔楼
朱雀门,2室2厅,950,105平米,低楼层(共8层),1998年建板塔结合
立恒名苑,3室2厅,700,176平米,高楼层(共23层),2002年建塔楼
远见名苑,1室0厅,275,48.25平米,中楼层(共24层),2002年建板塔结合
三里河一区3号院,2室1厅,960,105.5平米,高楼层(共18层),1999年建塔楼
广外南街50号院,2室2厅,519,100.74平米,低楼层(共21层),2001年建塔楼
宏汇园小区,3室1厅,1125,90平米,中楼层(共7层),1993年建板楼
金宸国际公寓,3室2厅,1500,135平米,中楼层(共13层),2000年建板塔结合
复兴门外大街,3室1厅,910,89平米,低楼层(共16层),1990年建塔楼
玺源台,2室2厅,560,89平米,中楼层(共27层),2013年建板楼
人定湖西里,2室1厅,480,56.7平米,低楼层(共6层),1980年建板楼
德外大街4号院,2室1厅,850,96.7平米,中楼层(共22层),1999年建塔楼
槐柏树街北里,4室2厅,1300,190平米,高楼层(共7层),1990年建板楼
复兴门外大街,3室1厅,1000,93.5平米,中楼层(共20层),1989年建塔楼
荣宁园,2室2厅,680,122.04平米,高楼层(共22层),2002年建塔楼
北欧印象,1室0厅,249,50.77平米,中楼层(共28层),2003年建塔楼
月坛北小街5号院,4室1厅,750,97.7平米,中楼层(共4层),1992年建板楼
莲花池东路甲5号院,3室1厅,650,147平米,中楼层(共28层),2003年建板塔结合
新街口西里一区,2室1厅,300,63.38平米,地下室(共7层),2002年建板楼
恒昌花园,3室2厅,650,122平米,高楼层(共28层),1990年建塔楼
荣丰2008,1室1厅,340,39.65平米,高楼层(共16层),2002年建板塔结合
荣丰2008,1室1厅,295,33.99平米,高楼层(共16层),2004年建塔楼
朱雀门,3室1厅,2200,186平米,低楼层(共6层),2006年建板楼
钟声胡同,1室1厅,425,46.9平米,高楼层(共6层),1988年建板楼
大乘巷,2室1厅,300,48.7平米,地下室(共6层),1987年建板楼
和景园,2室2厅,540,111平米,低楼层(共6层),2001年建板楼
丽水莲花,1室1厅,400,63.9平米,低楼层(共26层),2004年建板塔结合
清芷园,2室1厅,900,122平米,高楼层(共12层),2001年建板塔结合
太平街甲乙18号院,3室1厅,580,88平米,高楼层(共6层),板楼
德外大街乙12号院,2室1厅,470,60.5平米,高楼层(共6层),1982年建板楼
牛街东里,2室1厅,500,74.82平米,低楼层(共19层),1999年建塔楼
荣宁园,2室2厅,700,122.04平米,高楼层(共22层),2002年建塔楼
裕中东里,2室1厅,630,73.7平米,高楼层(共7层),1988年建板楼
三里河东路,1室1厅,500,61平米,中楼层(共18层),1995年建塔楼
畅柳园,2室1厅,440,64.97平米,低楼层(共16层),2002年建塔楼
京畿道,2室1厅,1200,94平米,高楼层(共6层),1992年建板楼
物华大厦,1室1厅,855,192平米,中楼层(共24层),1999年建塔楼
后马厂胡同,1室1厅,165,19.85平米,低楼层(共1层),
荣丰2008,1室1厅,500,53.96平米,高楼层(共16层),2002年建板塔结合
陶然北岸,2室1厅,735,93.62平米,低楼层(共18层),2004年建板塔结合
宏汇园小区,2室1厅,930,69平米,低楼层(共7层),2000年建板楼
姚家井二巷,3室1厅,470,70.14平米,高楼层(共6层),1991年建板楼
西便门西里,2室1厅,378,53.14平米,高楼层(共5层),1979年建板楼
丽水莲花,1室1厅,510,71.32平米,低楼层(共26层),2004年建板塔结合
椿树园,4室1厅,1200,158.2平米,低楼层(共18层),1999年建塔楼
厂甸11号院,2室1厅,456,61.29平米,高楼层(共6层),1980年建板楼
万和世家,4室2厅,1282,171平米,中楼层(共8层),2003年建板塔结合
时代之光名苑,2室1厅,560,102.92平米,高楼层(共16层),2002年建塔楼
扣钟北里,3室1厅,500,69.9平米,中楼层(共20层),1988年建塔楼
右安门内西街甲10号院,2室1厅,320,63平米,高楼层(共6层),1983年建板楼
上国阙,4室2厅,3500,293.98平米,中楼层(共15层),2008年建板塔结合
新风南里,3室2厅,884,117.9平米,高楼层(共6层),1997年建板楼
陶然北岸,1室0厅,545,62平米,高楼层(共18层),2005年建塔楼
东经路98号,2室1厅,650,96平米,高楼层(共6层),1980年建板楼
一瓶,4室2厅,5600,368平米,中楼层(共12层),2006年建板塔结合
太平桥大街,5室2厅,4405,304平米,中楼层(共14层),2004年建板塔结合
新风南里,3室1厅,680,86.3平米,高楼层(共7层),1990年建板楼
龙岳洲,1室1厅,850,85平米,低楼层(共6层),2004年建板楼
金宸国际公寓,2室1厅,1500,134.79平米,中楼层(共13层),2000年建板塔结合
核桃园,2室1厅,320,59平米,低楼层(共6层),1980年建板楼
黑窑厂东街,2室1厅,390,54平米,低楼层(共6层),1988年建板楼
一瓶,4室2厅,3100,313平米,低楼层(共12层),2006年建板塔结合
乐城,1室0厅,235,43平米,低楼层(共24层),2000年建板塔结合
荣丰2008,1室0厅,255,59.86平米,低楼层(共21层),2002年建塔楼
南礼士路,2室1厅,576,72平米,高楼层(共6层),1980年建板楼
宣武门西大街,2室1厅,675,66平米,高楼层(共16层),
庄胜二期,2室2厅,680,81.19平米,中楼层(共12层),2004年建板塔结合
南礼士路三条北里,2室1厅,430,57.5平米,高楼层(共6层),1987年建板楼
小石桥胡同11号院,3室1厅,850,85平米,高楼层(共6层),1991年建板楼
月坛西街24号院,1室1厅,290,37平米,中楼层(共6层),1980年建板楼
小红庙南里,2室1厅,360,60平米,高楼层(共18层),1988年建塔楼
荣丰2008,1室1厅,250,35.53平米,中楼层(共10层),2002年建板塔结合
月坛北街,2室1厅,470,51.9平米,高楼层(共6层),1973年建板楼
新文化街,2室1厅,520,61平米,地下室(共18层),塔楼
耕天下,3室2厅,2400,240平米,低楼层(共7层),2003年建板楼
月坛北小街1号院,1室1厅,500,70平米,中楼层(共16层),1997年建板塔结合
枫桦豪景一期,3室2厅,1200,186.39平米,中楼层(共14层),2002年建板塔结合
阳光丽景,3室2厅,1500,146.77平米,中楼层(共18层),2002年建板塔结合
小红庙,2室1厅,340,57平米,中楼层(共6层),1987年建板楼
三里河三区,2室1厅,597,59.7平米,中楼层(共6层),1991年建板楼
裕中东里,4室1厅,920,121平米,高楼层(共6层),1988年建板楼
丽水莲花,1室1厅,335,67.07平米,高楼层(共28层),2003年建塔楼
立恒名苑,4室2厅,905,282平米,中楼层(共23层),2002年建塔楼
富力信然庭,4室2厅,1480,164平米,中楼层(共9层),2002年建板塔结合
航空胡同,1室1厅,238,16.95平米,低楼层(共1层),1990年建板楼
华尊大厦,3室2厅,791,226平米,低楼层(共18层),2001年建板塔结合
华荣公寓,3室2厅,2750,267平米,低楼层(共10层),2005年建板塔结合
朱雀门,4室2厅,1800,185平米,高楼层(共8层),2004年建板塔结合
马甸南村,3室1厅,680,74.4平米,低楼层(共6层),1985年建板楼
一瓶,4室2厅,3435,264.53平米,中楼层(共12层),2006年建板塔结合
上国阙,4室2厅,3500,281.11平米,高楼层(共15层),2008年建板塔结合
天安国汇,2室1厅,1900,253平米,中楼层(共17层),2008年建塔楼
红莲南里,2室1厅,300,56.8平米,中楼层(共6层),1984年建板楼
圣都大厦,3室1厅,675,135.44平米,高楼层(共20层),2001年建塔楼
菜园北里,2室1厅,280,57平米,中楼层(共6层),1983年建板楼
罗贤胡同,2室1厅,550,61.5平米,中楼层(共6层),1984年建板楼
陶然北岸,3室2厅,1200,116平米,中楼层(共18层),2002年建塔楼
天安国汇,1室1厅,900,138平米,高楼层(共17层),2008年建塔楼
红莲南里,1室1厅,145,45平米,地下室(共7层),1992年建板楼
双旗杆东里,2室2厅,660,76.5平米,低楼层(共18层),1998年建塔楼
鸭子桥路,1室1厅,240,46.74平米,低楼层(共7层),1997年建板楼
永居胡同,3室2厅,425,89.3平米,高楼层(共6层),1985年建板楼
