name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
荣丰2008,1室0厅,205,41.03平米,低楼层(共21层),2002年建塔楼
中信锦园,1室1厅,1220,150平米,低楼层(共17层),2008年建板塔结合
月坛西街乙2号院,1室1厅,310,41.3平米,中楼层(共18层),1990年建塔楼
禄长街头条19号院,2室1厅,320,55平米,中楼层(共5层),1986年建板楼
三里河北街5号院,2室1厅,450,56.3平米,低楼层(共18层),1991年建塔楼
宏汇园小区,2室1厅,960,65.5平米,中楼层(共7层),1993年建板楼
月坛西街西里,3室0厅,480,70平米,低楼层(共3层),1981年建板楼
复地西绒线26号,2室2厅,1400,156平米,中楼层(共18层),2009年建塔楼
三里河东路7号院,3室1厅,340,77.7平米,地下室(共6层),1992年建板楼
宣武门西大街,2室1厅,680,66.3平米,高楼层(共16层),1987年建
北京尊府,1室1厅,830,65平米,中楼层(共17层),1988年建塔楼
广信嘉园,2室1厅,570,110.85平米,中楼层(共20层),2002年建塔楼
石灯胡同6号院,3室1厅,690,69平米,中楼层(共6层),2001年建板楼
德胜门内大街,1室0厅,235,16.1平米,低楼层(共1层),
东牛角胡同,1室0厅,195,13.7平米,低楼层(共1层),1867年建
红山世家,1室1厅,330,66平米,高楼层(共25层),2011年建板塔结合
远见名苑,1室0厅,320,60.29平米,高楼层(共24层),2002年建板塔结合
中信锦园,2室1厅,1000,97平米,中楼层(共17层),2008年建板塔结合
乐城,2室2厅,470,111.04平米,低楼层(共11层),2004年建板塔结合
复兴门外大街,3室1厅,800,90.7平米,低楼层(共16层),1990年建塔楼
三庙街,3室2厅,568,81.25平米,中楼层(共6层),1988年建板楼
丰汇园小区,2室1厅,1050,70.3平米,高楼层(共12层),1997年建板塔结合
京师吉地,1室0厅,60,15平米,地下室(共0层),板塔结合
中华家园,3室2厅,850,251平米,低楼层(共12层),2004年建板塔结合
西绒线胡同,4室1厅,5400,760平米,低楼层(共2层),2008年建
第三区,2室1厅,410,90平米,中楼层(共18层),2009年建板塔结合
富宏馨居,3室1厅,750,125.19平米,低楼层(共16层),1990年建板塔结合
第三区,2室1厅,270,69平米,高楼层(共18层),2009年建塔楼
东南园,1室1厅,220,34平米,低楼层(共4层),1990年建板楼
泰和嘉苑,2室1厅,408,97平米,低楼层(共21层),2002年建塔楼
天安国汇,2室2厅,2000,285平米,高楼层(共17层),2008年建塔楼
西豪逸景,2室1厅,350,69.16平米,高楼层(共28层),2000年建塔楼
水电部宿舍,2室1厅,328,52.2平米,中楼层(共6层),1978年建板楼
华尊大厦,3室1厅,720,187平米,高楼层(共18层),2001年建板塔结合
真武庙五里,3室1厅,650,97平米,中楼层(共4层),1952年建板楼
依莲轩,2室2厅,540,136平米,低楼层(共24层),2001年建塔楼
南线阁39号院,2室1厅,470,87.03平米,中楼层(共18层),1993年建板塔结合
牛街东里,2室1厅,455,75平米,中楼层(共19层),1999年建塔楼
北露园,2室1厅,290,53.4平米,地下室(共6层),1993年建板楼
前马厂胡同,3室1厅,4500,380平米,低楼层(共1层),1915年建板楼
展览路,1室1厅,395,59.4平米,低楼层(共18层),1989年建塔楼
天宁寺前街南里,2室2厅,480,78.21平米,高楼层(共6层),1990年建板楼
京畿道,2室1厅,750,58平米,高楼层(共6层),1993年建板楼
永宁胡同,1室0厅,280,13平米,低楼层(共1层),
荣丰2008,3室2厅,860,168.91平米,中楼层(共14层),2007年建板塔结合
扣钟北里,2室1厅,400,59平米,高楼层(共6层),1988年建板楼
第三区,1室0厅,125,34平米,高楼层(共18层),2009年建塔楼
茶贸国际中心,1室0厅,70,34.22平米,低楼层(共20层),1990年建板塔结合
京泽苑,2室1厅,420,89平米,高楼层(共10层),2003年建板塔结合
东斜街,2室1厅,680,60.1平米,中楼层(共6层),1990年建板楼
月坛南街北里,2室1厅,420,60.5平米,低楼层(共16层),1988年建塔楼
巴黎公寓,5室1厅,1690,260平米,高楼层(共6层),1994年建板楼
迈豪时代,1室2厅,380,85.5平米,高楼层(共7层),2000年建板楼
马甸南村,2室1厅,520,65.9平米,高楼层(共13层),1990年建板塔结合
阜成门外大街,3室1厅,570,90.7平米,高楼层(共4层),1954年建板塔结合
西绒线,2室0厅,500,58.96平米,低楼层(共6层),2004年建板楼
东北园,2室0厅,98,6.92平米,低楼层(共1层),平房
物华大厦,3室1厅,600,147平米,高楼层(共24层),1999年建塔楼
文昌胡同,1室0厅,400,12.7平米,低楼层(共1层),2012年建
第三区,1室0厅,117,34平米,中楼层(共18层),2009年建塔楼
中信沁园,1室0厅,1350,206平米,低楼层(共18层),2009年建板塔结合
中信禧园,2室1厅,1000,92平米,高楼层(共22层),2012年建塔楼
西四八条,1室0厅,195,15.6平米,低楼层(共1层),2000年建
荣丰2008,1室1厅,185,29.13平米,中楼层(共20层),2002年建塔楼
玺源台,1室1厅,400,61平米,高楼层(共27层),2013年建板楼
格调,1室1厅,345,62平米,高楼层(共16层),2002年建板塔结合
月坛北小街7号院,3室1厅,630,91.2平米,高楼层(共4层),1964年建
滨河里,2室1厅,225,52平米,中楼层(共4层),1958年建板楼
朱雀门,4室2厅,5000,376平米,低楼层(共5层),2006年建板楼
太平桥东里,2室1厅,265,66平米,中楼层(共6层),1988年建板楼
玺源台,1室1厅,390,63平米,中楼层(共27层),2013年建板楼
新风南里,1室1厅,390,50平米,低楼层(共7层),1990年建板楼
金融世家,3室2厅,2200,184.47平米,低楼层(共15层),2005年建板塔结合
迈豪时代,3室2厅,900,219.12平米,中楼层(共7层),2000年建板楼
红山世家,1室1厅,335,66平米,低楼层(共25层),2011年建板塔结合
盛晖嘉园,1室1厅,430,46.79平米,高楼层(共15层),2009年建板塔结合
永宁胡同,1室0厅,280,13平米,低楼层(共1层),
建功东里,2室1厅,350,49.6平米,低楼层(共6层),1988年建板楼
红山世家,1室1厅,255,50.49平米,高楼层(共18层),2011年建板塔结合
三里河一区,3室1厅,520,75平米,高楼层(共6层),1983年建板楼
前门西大街,3室0厅,540,64.88平米,中楼层(共11层),1970年建板塔结合
黄寺大街24号院,2室1厅,480,60平米,中楼层(共6层),1991年建板楼
金宸国际公寓,3室2厅,2050,205.51平米,中楼层(共13层),2002年建板塔结合
京师吉地,1室0厅,500,51.9平米,低楼层(共20层),2011年建板塔结合
六铺炕三区,2室1厅,624,78平米,中楼层(共5层),1992年建板楼
月坛北小街甲7号院,1室1厅,320,39平米,低楼层(共6层),1978年建板楼
格调,1室1厅,308,56平米,低楼层(共23层),2000年建板塔结合
陶然北岸,2室1厅,890,103平米,高楼层(共18层),2003年建板塔结合
三里河二区A区,2室1厅,760,84.3平米,低楼层(共20层),2001年建塔楼
丰汇园小区,3室2厅,3000,200平米,低楼层(共6层),1999年建板楼
新文化街,2室1厅,900,69.9平米,中楼层(共16层),1990年建塔楼
新文化街,1室1厅,750,48.8平米,中楼层(共16层),1989年建塔楼
尚勤胡同,1室0厅,205,15.7平米,低楼层(共1层),
朗琴园,3室2厅,1100,150.45平米,中楼层(共29层),2002年建塔楼
三里河东路甲14号院,2室1厅,458,62.3平米,低楼层(共6层),1988年建板楼
红山世家,1室0厅,200,45.85平米,中楼层(共18层),2011年建板塔结合
中海凯旋,1室1厅,2500,153平米,低楼层(共8层),2001年建板塔结合
德胜置业,4室1厅,1250,266平米,高楼层(共20层),2005年建塔楼
广安门外南街,1室0厅,145,42平米,低楼层(共6层),2005年建板楼
禄长街头条,2室1厅,280,57.5平米,高楼层(共6层),1992年建板楼
京师吉地,1室1厅,650,68平米,高楼层(共20层),2011年建板塔结合
前海北沿,4室3厅,14000,285.75平米,低楼层(共1层),2009年建
华尊大厦,3室2厅,900,220平米,高楼层(共18层),2001年建板塔结合
万博苑,4室1厅,850,160平米,高楼层(共6层),2000年建板楼
太平街17号院,2室1厅,380,60平米,低楼层(共6层),1980年建板楼
立恒名苑,3室1厅,680,176平米,中楼层(共25层),2002年建塔楼
锦上国际公寓,1室0厅,270,61.47平米,中楼层(共18层),2007年建塔楼
一瓶,3室2厅,1350,171.3平米,中楼层(共13层),2008年建板塔结合
牛街西里,2室1厅,398,74.67平米,低楼层(共20层),2004年建塔楼
立恒名苑,4室2厅,830,261平米,中楼层(共25层),2002年建塔楼
德胜置业,1室0厅,410,94.65平米,低楼层(共20层),2003年建塔楼
乐城,1室1厅,240,45.47平米,低楼层(共24层),2002年建板塔结合
德胜置业,1室0厅,410,94.65平米,低楼层(共20层),2003年建塔楼
五栋大楼,3室2厅,1050,139平米,低楼层(共16层),2004年建塔楼
天桥北里,1室1厅,300,59.27平米,中楼层(共9层),2002年建板塔结合
立恒名苑,1室1厅,460,96平米,高楼层(共24层),2002年建塔楼
中海凯旋,1室0厅,2400,153.02平米,低楼层(共8层),2001年建板塔结合
阜成门外大街,2室1厅,490,75.38平米,中楼层(共5层),1950年建板楼
远雄大观,2室1厅,900,117平米,低楼层(共6层),2009年建板楼
北樱桃园17号院,2室2厅,480,84.26平米,中楼层(共14层),2005年建板塔结合
复兴门外大街,2室1厅,480,59.6平米,中楼层(共16层),1983年建塔楼
法源寺西里小区,3室1厅,750,136平米,高楼层(共9层),1998年建板塔结合
安德馨居,1室1厅,610,50.34平米,低楼层(共7层),2003年建板楼
一瓶,1室2厅,600,123平米,中楼层(共13层),2003年建板塔结合
长安兴融中心,1室1厅,600,55平米,低楼层(共14层),2002年建板塔结合
丰侨公寓,1室1厅,950,69.31平米,高楼层(共22层),2000年建板塔结合
宣武门外东大街,1室1厅,350,42.18平米,高楼层(共11层),1970年建板塔结合
永宁胡同,1室0厅,285,13.5平米,低楼层(共1层),
莲花池东路,9室1厅,2970,593.3平米,低楼层(共7层),2000年建
丰侨公寓,1室0厅,640,79.98平米,低楼层(共22层),2000年建板塔结合
西绒线胡同,5室1厅,9600,901.59平米,低楼层(共2层),2008年建
新壁街,3室1厅,730,92平米,低楼层(共6层),2004年建
三里河一区3号院,3室1厅,880,96平米,中楼层(共18层),1999年建塔楼
枫桦豪景二期,4室2厅,2600,557平米,高楼层(共12层),2003年建板塔结合
法源寺西里小区,3室2厅,750,130平米,中楼层(共9层),1998年建板塔结合
莲花池东路,2室1厅,415,61.3平米,高楼层(共16层),1987年建塔楼
复兴门北大街,3室1厅,696,87平米,低楼层(共21层),1994年建塔楼
红莲南里,1室1厅,260,48平米,中楼层(共7层),1992年建板楼
荣丰2008,1室1厅,240,61.58平米,低楼层(共26层),2000年建塔楼
三里河路,3室0厅,690,79.7平米,高楼层(共6层),1980年建板楼
大院胡同,2室0厅,450,18.2平米,低楼层(共1层),板楼
锦上国际公寓,1室1厅,320,71.9平米,低楼层(共18层),2007年建塔楼
国电中兴家园,3室1厅,800,107平米,中楼层(共18层),2000年建塔楼
常青藤嘉园,3室2厅,550,115平米,低楼层(共16层),2005年建塔楼
石灯胡同6号院,3室1厅,700,65.2平米,低楼层(共6层),2001年建板楼
北礼士路,3室1厅,651,93平米,高楼层(共14层),1990年建板塔结合
中信沁园,2室1厅,890,96.3平米,低楼层(共20层),2009年建板塔结合
建功南里,1室1厅,276,49.26平米,中楼层(共16层),1996年建塔楼
朝阳庵,1室1厅,311,44.4平米,低楼层(共6层),1991年建板楼
荣丰2008,1室0厅,157,25.3平米,低楼层(共26层),2000年建塔楼
信恒大厦,2室2厅,630,127平米,低楼层(共25层),2002年建板塔结合
天缘公寓,3室2厅,600,163平米,中楼层(共20层),1999年建塔楼
三里河东路,2室1厅,540,60.4平米,中楼层(共16层),1995年建塔楼
信恒大厦,2室2厅,700,116平米,中楼层(共25层),2002年建板塔结合
南纬路,2室1厅,380,59平米,低楼层(共6层),1980年建板楼
红莲北里17号院,2室1厅,600,101.72平米,低楼层(共19层),1999年建塔楼
月坛北小街1号院,1室1厅,500,68.6平米,中楼层(共16层),1997年建板塔结合
马连道西里,2室0厅,280,53.44平米,高楼层(共5层),1976年建板楼
富力信然庭,3室2厅,1305,145平米,中楼层(共8层),2004年建板塔结合
恬心家园,1室0厅,230,51.25平米,低楼层(共18层),2000年建板塔结合
三里河三区,1室1厅,390,41.5平米,中楼层(共6层),1991年建板楼
西城晶华,1室0厅,680,54.45平米,低楼层(共7层),2001年建板楼
鸭子桥南里,3室1厅,350,73平米,高楼层(共6层),1983年建板楼
荣丰2008,1室1厅,260,33平米,高楼层(共12层),2003年建板塔结合
百万庄大街21号院,2室1厅,750,99.35平米,高楼层(共15层),2012年建板塔结合
中信锦园,2室1厅,920,96.91平米,高楼层(共18层),2008年建板塔结合
右安门西街,2室1厅,340,53.52平米,中楼层(共6层),1981年建板楼
朗琴园,1室1厅,395,59平米,高楼层(共29层),2002年建塔楼
德胜门西大街74号,2室1厅,450,62平米,高楼层(共12层),1986年建板塔结合
富明公寓,2室1厅,650,107平米,低楼层(共25层),1999年建塔楼
前门西河沿街,1室1厅,380,23.86平米,低楼层(共1层),平房
德胜置业,1室0厅,489,97.69平米,低楼层(共15层),2005年建板塔结合
法源寺西里小区,2室1厅,245,72平米,地下室(共6层),1998年建板楼
西城晶华,1室0厅,90,40平米,地下室(共1层),
德胜置业,2室1厅,500,129.07平米,中楼层(共20层),2003年建塔楼
红山世家,2室1厅,310,66平米,低楼层(共25层),2011年建板塔结合
三里河一区5号院,3室2厅,1850,165.2平米,中楼层(共6层),2002年建板楼
长椿里,2室1厅,350,68平米,高楼层(共4层),1956年建板楼
阜成门南大街,2室1厅,380,60.08平米,高楼层(共14层),1985年建板塔结合
朗琴园,4室2厅,1530,255平米,低楼层(共16层),2002年建板塔结合
魏染胡同,9室1厅,4700,195平米,低楼层(共1层),1985年建板楼
凯迪尚府,3室2厅,1200,145.52平米,中楼层(共14层),2010年建板塔结合
天缘公寓,2室2厅,560,163.83平米,中楼层(共20层),1999年建塔楼
大栅栏西街,2室1厅,1200,87.6平米,低楼层(共1层),1949年建
第三区,3室2厅,560,119.84平米,低楼层(共18层),2009年建塔楼
红山世家,1室1厅,650,132平米,高楼层(共23层),2013年建
红山世家,2室1厅,620,133.7平米,低楼层(共23层),2013年建
德胜置业,1室0厅,345,87平米,低楼层(共15层),2005年建板塔结合
红山世家,1室1厅,312,66平米,中楼层(共25层),2011年建板塔结合
凯迪尚府,2室1厅,750,113.53平米,低楼层(共14层),2010年建板塔结合
玺源台,2室1厅,690,110平米,低楼层(共27层),2011年建板楼
新外大街18号,3室0厅,585,67.5平米,低楼层(共18层),1990年建塔楼
三里河北街5号院,2室1厅,400,56.3平米,高楼层(共18层),1991年建塔楼
西四北八条,4室0厅,1680,100平米,低楼层(共1层),1926年建
耕天下,3室2厅,2100,240平米,低楼层(共6层),2003年建板楼
物华大厦,3室1厅,858,226.46平米,低楼层(共24层),1999年建塔楼
立恒名苑,1室1厅,400,77.4平米,低楼层(共25层),2002年建塔楼
枣林前街,1室1厅,240,47平米,中楼层(共16层),1989年建塔楼
天安国汇,3室2厅,2295,255平米,高楼层(共17层),2008年建塔楼
庄胜商住楼,2室1厅,585,90平米,中楼层(共9层),1999年建板塔结合
恬心家园,2室1厅,410,85.04平米,低楼层(共19层),2000年建板塔结合
远见名苑,1室1厅,270,42.91平米,低楼层(共25层),2002年建塔楼
西派国际公寓,2室1厅,950,138平米,高楼层(共17层),2005年建板塔结合
牛街东里,1室1厅,310,54.26平米,低楼层(共19层),1999年建塔楼
荣丰2008,1室1厅,210,29.34平米,中楼层(共10层),2002年建板塔结合
三里河二区,3室1厅,550,69.25平米,中楼层(共6层),1979年建板楼
信和嘉园,1室0厅,3500,760平米,低楼层(共20层),2004年建板塔结合
广华轩,3室1厅,600,153.46平米,低楼层(共24层),1999年建塔楼
红山世家,3室1厅,1196,230平米,低楼层(共23层),2013年建
广益大厦,1室0厅,1300,345平米,低楼层(共16层),1998年建板塔结合
北京尊府,1室0厅,100,20平米,地下室(共1层),塔楼
枣林前街,3室1厅,450,70.3平米,中楼层(共6层),1989年建板楼
时代之光名苑,1室0厅,35,15平米,地下室(共1层),
车站西街,1室1厅,480,58平米,低楼层(共6层),1992年建板楼
舒舍,1室0厅,2080,520平米,低楼层(共8层),2005年建板塔结合
中信锦园,1室0厅,1600,208平米,低楼层(共17层),2008年建板塔结合
西四北大街160号,2室1厅,592,58.9平米,高楼层(共17层),1984年建塔楼
红山世家,1室1厅,385,76.09平米,高楼层(共18层),2011年建板塔结合
真武庙六里,1室1厅,380,41.2平米,高楼层(共19层),1989年建塔楼
宣武门西大街,2室1厅,500,63.3平米,高楼层(共14层),1979年建板塔结合
新文化街,2室1厅,756,63平米,中楼层(共13层),塔楼
